===============================================================================
                                     CVXPY                                     
                                     v1.4.2                                    
===============================================================================
(CVXPY) May 13 07:33:51 PM: Your problem has 1000 variables, 1 constraints, and 0 parameters.
(CVXPY) May 13 07:33:51 PM: It is compliant with the following grammars: DCP, DQCP
(CVXPY) May 13 07:33:51 PM: (If you need to solve this problem multiple times, but with different data, consider using parameters.)
(CVXPY) May 13 07:33:51 PM: CVXPY will first compile your problem; then, it will invoke a numerical solver to obtain a solution.
(CVXPY) May 13 07:33:51 PM: Your problem is compiled with the CPP canonicalization backend.
-------------------------------------------------------------------------------
                                  Compilation                                  
-------------------------------------------------------------------------------
(CVXPY) May 13 07:33:51 PM: Compiling problem (target solver=PDLP).
(CVXPY) May 13 07:33:51 PM: Reduction chain: FlipObjective -> Dcp2Cone -> CvxAttr2Constr -> ConeMatrixStuffing -> PDLP
(CVXPY) May 13 07:33:51 PM: Applying reduction FlipObjective
(CVXPY) May 13 07:33:51 PM: Applying reduction Dcp2Cone
(CVXPY) May 13 07:33:51 PM: Applying reduction CvxAttr2Constr
(CVXPY) May 13 07:33:51 PM: Applying reduction ConeMatrixStuffing
(CVXPY) May 13 07:33:51 PM: Applying reduction PDLP
(CVXPY) May 13 07:33:51 PM: Finished problem compilation (took 6.096e-02 seconds).
-------------------------------------------------------------------------------
                                Numerical solver                               
-------------------------------------------------------------------------------
(CVXPY) May 13 07:33:51 PM: Invoking solver PDLP  to obtain a solution.
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
Problem stats before presolving and rescaling:
There are 1000 variables, 1500 constraints, and 3497 constraint matrix nonzeros.
Absolute values of nonzero constraint matrix elements: largest=1.000000, smallest=0.010000, avg=0.853886
Constraint matrix, infinity norm: max(row & col)=1.000000, min_col=1.000000, min_row=0.990000
Constraint bounds statistics (max absolute value per row): largest=1.000000, smallest=1.000000, avg=0.333333, l2_norm=22.360680
Absolute values of objective vector elements: largest=4.000000, smallest=1.000000, avg=0.504000, l2_norm=22.759613
Gaps between variable upper and lower bounds: #finite=0 of 1000, largest=0.000000, smallest=0.000000, avg=nan
Problem stats after presolving and rescaling:
There are 999 variables, 500 constraints, and 2496 constraint matrix nonzeros.
Absolute values of nonzero constraint matrix elements: largest=0.667416, smallest=0.018193, avg=0.421576
Constraint matrix, infinity norm: max(row & col)=0.667416, min_col=0.630777, min_row=0.178121
Constraint bounds statistics (max absolute value per row): largest=0.782700, smallest=0.212971, avg=0.772354, l2_norm=17.279439
Absolute values of objective vector elements: largest=30.431328, smallest=0.840962, avg=0.451364, l2_norm=35.792304
Gaps between variable upper and lower bounds: #finite=0 of 999, largest=0.000000, smallest=0.000000, avg=nan
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
  1152   1160.0    0.0 |      27.5864    0.0297339    -0.949861 |      644.436     0.706465     -30491.5 |     -31295.8     -804.258 |      41615.5      113.409
  1216   1225.0    0.0 |      21.2402    0.0300823    -0.959391 |      496.186     0.714743     -38270.8 |     -39080.2     -809.464 |      52839.1      113.477
  1280   1289.0    0.0 |      17.2915    0.0303576    -0.965758 |      403.941     0.721286     -46001.5 |     -46816.5     -815.022 |      63549.7      113.542
  1344   1355.0    0.0 |      13.7273    0.0307420    -0.970311 |      320.680     0.730419     -53719.1 |     -54540.5     -821.343 |      74347.6      113.630
  1408   1420.0    0.0 |      11.8987    0.0308871    -0.973433 |      277.962     0.733865     -60696.7 |     -61524.5     -827.771 |      84068.3      113.715
  1472   1484.0    0.0 |      10.2682    0.0308845    -0.975840 |      239.872     0.733803     -67471.7 |     -68306.4     -834.727 |      93407.5      113.809
  1536   1548.0    0.0 |      9.07956    0.0307965    -0.977694 |      212.105     0.731714     -73860.7 |     -74702.8     -842.074 |      102250.      113.914
  1600   1612.0    0.0 |      8.18029    0.0306505    -0.979167 |      191.097     0.728244     -79928.7 |     -80778.5     -849.780 |      110670.      114.023
  1664   1676.0    0.0 |      7.46003    0.0304983    -0.980399 |      174.271     0.724629     -85879.3 |     -86737.3     -858.000 |      118898.      114.139
  1728   1740.0    0.1 |      6.87958    0.0303551    -0.981448 |      160.712     0.721225     -91761.6 |     -92628.4     -866.785 |      127007.      114.266
  1792   1804.0    0.1 |      6.53515    0.0302513    -0.982363 |      152.666     0.718759     -97681.1 |     -98557.4     -876.378 |      135217.      114.407
  1856   1868.0    0.1 |      6.24957    0.0301564    -0.983158 |      145.994     0.716505     -103571. |     -104458.     -886.601 |      143368.      114.555
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
  1920   1933.0    0.1 |      5.86617    0.0300715    -0.983853 |      137.038     0.714488     -109427. |     -110324.     -897.432 |      151450.      114.715
  1984   1999.0    0.1 |      5.66815    0.0300084    -0.984480 |      132.412     0.712987     -115413. |     -116322.     -909.251 |      159727.      114.893
  2048   2064.0    0.1 |      5.61601    0.0299419    -0.985040 |      131.194     0.711408     -121482. |     -122404.     -921.996 |      168127.      115.086
  2112   2130.0    0.1 |      15.1554    0.0310209    -0.990836 |      354.040     0.737046     -252186. |     -253351.     -1165.70 |      350248.      119.227
  2176   2196.0    0.1 |      13.8854    0.0319255    -0.991569 |      324.371     0.758537     -276443. |     -277617.     -1174.76 |      382804.      119.392
  2240   2262.0    0.1 |      15.2464    0.0322483    -0.992168 |      356.165     0.766206     -300324. |     -301509.     -1184.91 |      415325.      119.582
  2304   2326.0    0.1 |      16.3672    0.0318687    -0.992635 |      382.349     0.757188     -322321. |     -323516.     -1195.26 |      445422.      119.780
  2368   2390.0    0.1 |      17.3446    0.0314527    -0.993017 |      405.183     0.747304     -343127. |     -344333.     -1205.94 |      473948.      119.988
  2432   2454.0    0.1 |      18.3054    0.0310340    -0.993337 |      427.627     0.737356     -363011. |     -364228.     -1216.96 |      501237.      120.203
  2496   2518.0    0.1 |      19.2706    0.0306391    -0.993611 |      450.173     0.727973     -382188. |     -383416.     -1228.34 |      527585.      120.428
  2560   2582.0    0.1 |      20.2833    0.0302991    -0.993849 |      473.832     0.719894     -400915. |     -402155.     -1240.18 |      553358.      120.663
  2624   2646.0    0.1 |      21.2895    0.0302049    -0.994062 |      497.337     0.717656     -419562. |     -420815.     -1252.69 |      579065.      120.914
  2688   2710.0    0.1 |      22.2445    0.0299992    -0.994253 |      519.647     0.712768     -438216. |     -439482.     -1265.90 |      604767.      121.179
  2752   2774.0    0.1 |      23.0964    0.0298425    -0.994427 |      539.547     0.709046     -456951. |     -458231.     -1279.86 |      630578.      121.463
  2816   2838.0    0.1 |      24.2509    0.0296957    -0.994584 |      566.517     0.705558     -475549. |     -476843.     -1294.42 |      656175.      121.761
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
  2880   2902.0    0.1 |      25.2029    0.0295787    -0.994726 |      588.758     0.702779     -494214. |     -495524.     -1309.76 |      681926.      122.077
  2944   2968.0    0.1 |      26.3097    0.0294807    -0.994855 |      614.613     0.700451     -512906. |     -514232.     -1325.81 |      707671.      122.412
  3008   3033.0    0.1 |      27.3498    0.0293918    -0.994972 |      638.911     0.698338     -531471. |     -532813.     -1342.46 |      733254.      122.762
  3072   3098.0    0.1 |      28.4030    0.0293078    -0.995082 |      663.514     0.696343     -550817. |     -552177.     -1360.56 |      759908.      123.147
  3136   3164.0    0.1 |      29.8462    0.0292829    -0.995180 |      697.228     0.695750     -569615. |     -570994.     -1378.94 |      785880.      123.542
  3200   3229.0    0.1 |      31.0210    0.0292290    -0.995270 |      724.671     0.694470     -588636. |     -590035.     -1398.23 |      812102.      123.960
  3264   3295.0    0.1 |      32.3230    0.0291864    -0.995352 |      755.087     0.693458     -607628. |     -609046.     -1418.23 |      838273.      124.400
  3328   3360.0    0.1 |      33.5432    0.0301627    -0.995428 |      783.592     0.716654     -627086. |     -628526.     -1439.53 |      865129.      124.872
  3392   3425.0    0.1 |      34.3565    0.0300594    -0.995499 |      802.591     0.714201     -646820. |     -648282.     -1461.85 |      892271.      125.373
  3456   3490.0    0.1 |      35.4888    0.0299518    -0.995558 |      829.043     0.711644     -665253. |     -666737.     -1483.48 |      917679.      125.865
  3520   3555.0    0.1 |      36.8149    0.0298380    -0.995615 |      860.020     0.708939     -684294. |     -685800.     -1506.59 |      943950.      126.396
  3584   3622.0    0.1 |      37.4224    0.0297888    -0.995666 |      874.212     0.707770     -703377. |     -704907.     -1530.50 |      970256.      126.952
  3648   3687.0    0.1 |      38.8697    0.0296970    -0.995710 |      908.022     0.705590     -721713. |     -723268.     -1554.22 |      995558.      127.510
  3712   3752.0    0.1 |      39.7811    0.0296006    -0.995751 |      929.313     0.703300     -740170. |     -741749.     -1578.76 |  1.02096e+06      128.094
  3776   3818.0    0.1 |      40.7719    0.0295060    -0.995788 |      952.460     0.701052     -758957. |     -760562.     -1604.56 |  1.04690e+06      128.715
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
  3840   3884.0    0.1 |      41.8290    0.0294110    -0.995822 |      977.154     0.698793     -778105. |     -779737.     -1631.60 |  1.07330e+06      129.374
  3904   3949.0    0.1 |      42.7209    0.0293251    -0.995851 |      997.988     0.696752     -795948. |     -797605.     -1657.48 |  1.09788e+06      130.012
  3968   4014.0    0.1 |      43.7530    0.0292457    -0.995878 |      1022.10     0.694868     -814311. |     -815996.     -1684.89 |  1.12322e+06      130.696
  4032   4079.0    0.1 |      44.7183    0.0291559    -0.995902 |      1044.65     0.692733     -833147. |     -834861.     -1713.75 |  1.14920e+06      131.423
  4096   4145.0    0.1 |      45.7312    0.0290829    -0.995922 |      1068.31     0.690999     -851243. |     -852985.     -1742.20 |  1.17416e+06      132.150
  4160   4210.0    0.1 |      80.8148    0.0268225    -0.996360 |      1887.89     0.637293 -1.49055e+06 | -1.49327e+06     -2722.23 |  2.05621e+06      161.360
  4224   4276.0    0.1 |      84.4949    0.0268386    -0.996419 |      1973.86     0.637674 -1.52673e+06 | -1.52948e+06     -2742.85 |  2.10646e+06      162.042
  4288   4341.0    0.1 |      86.6518    0.0268179    -0.996474 |      2024.25     0.637183 -1.56225e+06 | -1.56501e+06     -2763.58 |  2.15540e+06      162.732
  4352   4406.0    0.1 |      87.8367    0.0267757    -0.996527 |      2051.93     0.636181 -1.59877e+06 | -1.60156e+06     -2785.45 |  2.20547e+06      163.464
  4416   4471.0    0.1 |      89.7231    0.0271835    -0.996576 |      2095.99     0.645868 -1.63475e+06 | -1.63755e+06     -2807.86 |  2.25523e+06      164.217
  4480   4536.0    0.1 |      91.6099    0.0271250    -0.996622 |      2140.07     0.644480 -1.67109e+06 | -1.67392e+06     -2831.14 |  2.30541e+06      165.001
  4544   4602.0    0.1 |      93.1809    0.0270534    -0.996667 |      2176.77     0.642779 -1.70830e+06 | -1.71115e+06     -2855.56 |  2.35653e+06      165.827
  4608   4667.0    0.1 |      94.6373    0.0269855    -0.996708 |      2210.79     0.641166 -1.74405e+06 | -1.74693e+06     -2879.84 |  2.40593e+06      166.652
  4672   4731.0    0.1 |      95.8169    0.0269135    -0.996746 |      2238.35     0.639454 -1.77950e+06 | -1.78240e+06     -2904.55 |  2.45484e+06      167.494
  4736   4797.0    0.1 |      98.1563    0.0268575    -0.996781 |      2293.00     0.638124 -1.81509e+06 | -1.81802e+06     -2930.05 |  2.50401e+06      168.366
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
  4800   4861.0    0.1 |      97.7854    0.0267964    -0.996816 |      2284.33     0.636671 -1.85166e+06 | -1.85462e+06     -2956.80 |  2.55425e+06      169.285
  4864   4928.0    0.1 |      101.998    0.0267291    -0.996846 |      2382.74     0.635074 -1.88576e+06 | -1.88874e+06     -2982.61 |  2.60152e+06      170.174
  4928   4994.0    0.1 |      104.172    0.0266676    -0.996876 |      2433.52     0.633612 -1.92134e+06 | -1.92435e+06     -3010.13 |  2.65071e+06      171.126
  4992   5060.0    0.1 |      105.881    0.0265996    -0.996904 |      2473.45     0.631996 -1.95726e+06 | -1.96030e+06     -3038.51 |  2.70018e+06      172.111
  5056   5126.0    0.1 |      107.947    0.0265382    -0.996930 |      2521.71     0.630538 -1.99258e+06 | -1.99565e+06     -3067.18 |  2.74896e+06      173.110
  5120   5191.0    0.1 |      109.558    0.0264717    -0.996955 |      2559.35     0.628958 -2.02842e+06 | -2.03152e+06     -3096.95 |  2.79842e+06      174.152
  5184   5256.0    0.1 |      111.232    0.0264109    -0.996978 |      2598.45     0.627513 -2.06352e+06 | -2.06665e+06     -3126.78 |  2.84684e+06      175.199
  5248   5321.0    0.1 |      113.163    0.0281508    -0.996999 |      2643.55     0.668852 -2.09829e+06 | -2.10145e+06     -3157.05 |  2.89487e+06      176.266
  5312   5387.0    0.1 |      115.576    0.0280408    -0.997019 |      2699.93     0.666238 -2.13288e+06 | -2.13607e+06     -3187.85 |  2.94265e+06      177.355
  5376   5453.0    0.1 |      118.136    0.0279312    -0.997038 |      2759.75     0.663633 -2.16897e+06 | -2.17219e+06     -3220.75 |  2.99258e+06      178.524
  5440   5518.0    0.1 |      120.104    0.0278118    -0.997056 |      2805.70     0.660798 -2.20412e+06 | -2.20738e+06     -3253.39 |  3.04104e+06      179.687
  5504   5584.0    0.1 |      122.356    0.0276904    -0.997073 |      2858.31     0.657914 -2.24037e+06 | -2.24366e+06     -3287.85 |  3.09108e+06      180.920
  5568   5648.0    0.1 |      123.777    0.0275626    -0.997088 |      2891.53     0.654876 -2.27496e+06 | -2.27828e+06     -3321.40 |  3.13879e+06      182.125
  5632   5715.0    0.2 |      125.777    0.0274445    -0.997102 |      2938.24     0.652071 -2.30992e+06 | -2.31327e+06     -3356.06 |  3.18705e+06      183.374
  5696   5780.0    0.2 |      127.639    0.0273314    -0.997115 |      2981.74     0.649383 -2.34445e+06 | -2.34784e+06     -3391.04 |  3.23478e+06      184.640
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
  5760   5844.0    0.2 |      129.131    0.0272050    -0.997127 |      3016.59     0.646379 -2.37945e+06 | -2.38288e+06     -3427.11 |  3.28302e+06      185.949
  5824   5910.0    0.2 |      130.859    0.0270884    -0.997138 |      3056.95     0.643610 -2.41387e+06 | -2.41733e+06     -3463.38 |  3.33057e+06      187.271
  5888   5975.0    0.2 |      132.430    0.0269750    -0.997148 |      3093.66     0.640917 -2.44784e+06 | -2.45134e+06     -3499.81 |  3.37740e+06      188.604
  5952   6041.0    0.2 |      133.933    0.0268664    -0.997157 |      3128.76     0.638335 -2.48139e+06 | -2.48493e+06     -3536.54 |  3.42374e+06      189.952
  6016   6106.0    0.2 |      135.493    0.0267631    -0.997165 |      3165.22     0.635882 -2.51484e+06 | -2.51842e+06     -3573.85 |  3.46996e+06      191.326
  6080   6171.0    0.2 |      137.346    0.0306462    -0.997173 |      3208.49     0.728141 -2.54859e+06 | -2.55220e+06     -3612.21 |  3.51659e+06      192.743
  6144   6238.0    0.2 |      138.993    0.0304276    -0.997180 |      3246.98     0.722949 -2.58317e+06 | -2.58682e+06     -3652.20 |  3.56431e+06      194.226
  6208   6303.0    0.2 |      141.230    0.0301944    -0.997186 |      3299.22     0.717407 -2.61937e+06 | -2.62306e+06     -3694.90 |  3.61431e+06      195.815
  6272   6368.0    0.2 |      142.352    0.0300007    -0.997191 |      3325.43     0.712804 -2.65226e+06 | -2.65599e+06     -3734.44 |  3.65976e+06      197.292
  6336   6433.0    0.2 |      143.903    0.0297989    -0.997196 |      3361.68     0.708010 -2.68520e+06 | -2.68898e+06     -3774.71 |  3.70524e+06      198.800
  6400   6499.0    0.2 |      145.738    0.0295916    -0.997200 |      3404.54     0.703085 -2.72032e+06 | -2.72413e+06     -3818.42 |  3.75374e+06      200.443
  6464   6564.0    0.2 |      147.297    0.0294029    -0.997203 |      3440.96     0.698601 -2.75208e+06 | -2.75594e+06     -3858.67 |  3.79764e+06      201.961
  6528   6630.0    0.2 |      149.153    0.0291986    -0.997206 |      3484.31     0.693748 -2.78717e+06 | -2.79108e+06     -3903.96 |  3.84618e+06      203.675
  6592   6695.0    0.2 |      150.681    0.0290172    -0.997208 |      3520.02     0.689438 -2.81846e+06 | -2.82240e+06     -3944.94 |  3.88936e+06      205.230
  6656   6761.0    0.2 |      152.552    0.0288186    -0.997210 |      3563.72     0.684718 -2.85393e+06 | -2.85792e+06     -3992.29 |  3.93841e+06      207.033
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
  6720   6826.0    0.2 |      154.072    0.0286465    -0.997211 |      3599.23     0.680631 -2.88498e+06 | -2.88902e+06     -4034.44 |  3.98134e+06      208.643
  6784   6892.0    0.2 |      156.105    0.0284726    -0.997211 |      3646.71     0.676498 -2.91981e+06 | -2.92390e+06     -4082.50 |  4.02950e+06      210.484
  6848   6956.0    0.2 |      157.568    0.0283126    -0.997211 |      3680.90     0.672697 -2.95165e+06 | -2.95578e+06     -4127.19 |  4.07353e+06      212.201
  6912   7021.0    0.2 |      159.337    0.0348867    -0.997210 |      3722.22     0.828895 -2.98344e+06 | -2.98761e+06     -4172.51 |  4.11748e+06      213.947
  6976   7087.0    0.2 |      161.263    0.0345813    -0.997209 |      3767.22     0.821637 -3.01618e+06 | -3.02040e+06     -4219.98 |  4.16280e+06      215.782
  7040   7153.0    0.2 |      163.246    0.0342685    -0.997208 |      3813.54     0.814206 -3.05027e+06 | -3.05454e+06     -4270.18 |  4.20993e+06      217.728
  7104   7217.0    0.2 |      164.662    0.0339721    -0.997206 |      3846.61     0.807165 -3.08127e+06 | -3.08559e+06     -4316.61 |  4.25284e+06      219.533
  7168   7284.0    0.2 |      166.219    0.0336844    -0.997203 |      3882.98     0.800328 -3.11271e+06 | -3.11708e+06     -4364.39 |  4.29633e+06      221.395
  7232   7350.0    0.2 |      168.372    0.0333998    -0.997200 |      3933.28     0.793567 -3.14590e+06 | -3.15031e+06     -4415.71 |  4.34231e+06      223.401
  7296   7414.0    0.2 |      169.807    0.0331091    -0.997197 |      3966.81     0.786658 -3.17732e+06 | -3.18179e+06     -4464.99 |  4.38577e+06      225.332
  7360   7480.0    0.2 |      171.203    0.0328234    -0.997193 |      3999.42     0.779871 -3.20979e+06 | -3.21431e+06     -4516.68 |  4.43067e+06      227.363
  7424   7545.0    0.2 |      172.909    0.0325687    -0.997190 |      4039.27     0.773821 -3.23865e+06 | -3.24321e+06     -4563.33 |  4.47060e+06      229.200
  7488   7610.0    0.2 |      174.351    0.0323209    -0.997185 |      4072.95     0.767932 -3.26804e+06 | -3.27265e+06     -4611.62 |  4.51134e+06      231.107
  7552   7676.0    0.2 |      176.250    0.0423771    -0.997180 |      4117.31      1.00686 -3.30011e+06 | -3.30477e+06     -4665.06 |  4.55579e+06      233.221
  7616   7740.0    0.2 |      177.689    0.0419468    -0.997175 |      4150.95     0.996639 -3.33173e+06 | -3.33645e+06     -4718.45 |  4.59952e+06      235.339
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
  7680   7806.0    0.2 |      179.447    0.0415623    -0.997170 |      4192.00     0.987504 -3.36103e+06 | -3.36580e+06     -4768.78 |  4.64015e+06      237.341
  7744   7873.0    0.2 |      180.949    0.0411526    -0.997164 |      4227.08     0.977769 -3.39194e+06 | -3.39677e+06     -4822.64 |  4.68301e+06      239.488
  7808   7937.0    0.2 |      182.397    0.0407321    -0.997158 |      4260.92     0.967778 -3.42381e+06 | -3.42869e+06     -4878.88 |  4.72710e+06      241.735
  7872   8004.0    0.2 |      184.029    0.0403439    -0.997151 |      4299.03     0.958555 -3.45388e+06 | -3.45882e+06     -4932.86 |  4.76881e+06      243.897
  7936   8068.0    0.2 |      185.345    0.0399691    -0.997145 |      4329.77     0.949651 -3.48267e+06 | -3.48766e+06     -4985.28 |  4.80874e+06      246.001
  8000   8135.0    0.2 |      186.755    0.0395966    -0.997138 |      4362.72     0.940801 -3.51189e+06 | -3.51692e+06     -5039.12 |  4.84920e+06      248.166
  8064   8201.0    0.2 |      188.424    0.0392033    -0.997130 |      4401.70     0.931455 -3.54323e+06 | -3.54833e+06     -5097.83 |  4.89268e+06      250.533
  8128   8265.0    0.2 |      189.640    0.0388448    -0.997123 |      4430.12     0.922937 -3.57170e+06 | -3.57685e+06     -5151.91 |  4.93218e+06      252.717
  8192   8329.0    0.2 |      190.992    0.0385055    -0.997116 |      4461.71     0.914876 -3.59948e+06 | -3.60468e+06     -5205.35 |  4.97069e+06      254.879
  8256   8396.0    0.2 |      286.435    0.0184230    -0.996778 |      6691.32     0.437722 -5.50610e+06 | -5.51500e+06     -8898.16 |  7.62166e+06      410.498
  8320   8462.0    0.2 |      298.641    0.0210150    -0.996776 |      6976.46     0.499308 -5.53874e+06 | -5.54769e+06     -8957.36 |  7.66812e+06      413.051
  8384   8526.0    0.2 |      293.471    0.0205471    -0.996774 |      6855.69     0.488192 -5.56857e+06 | -5.57758e+06     -9009.56 |  7.70859e+06      415.303
  8448   8592.0    0.2 |      297.536    0.0203909    -0.996772 |      6950.64     0.484479 -5.59981e+06 | -5.60888e+06     -9066.87 |  7.75245e+06      417.779
  8512   8658.0    0.2 |      293.684    0.0200900    -0.996769 |      6860.66     0.477332 -5.63268e+06 | -5.64181e+06     -9127.60 |  7.79832e+06      420.404
  8576   8722.0    0.2 |      295.442    0.0197921    -0.996767 |      6901.73     0.470252 -5.66180e+06 | -5.67098e+06     -9182.10 |  7.83896e+06      422.760
 iter# kkt_pass   time | rel_prim_res rel_dual_res      rel_gap |   prim_resid   dual_resid      obj_gap |     prim_obj     dual_obj |  prim_var_l2  dual_var_l2
